id,tag,source,human_translation,context,speaker,listener,notes
slaythespire_0175,cards:DESCRIPTION,"Whenever you play a card, deal !M! damage to ALL enemies.",카드를 사용할 때마다 적 전체에게 피해를 !M! 줍니다.,A Thousand Cuts/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0176,cards:NAME,A Thousand Cuts,능지처참,A Thousand Cuts/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0177,cards:DESCRIPTION,*Shivs deal !M! additional damage.,*단도 의 피해량이 !M! 증가합니다.,Accuracy/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0178,cards:NAME,Accuracy,정밀,Accuracy/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0179,cards:DESCRIPTION,Draw !M! cards. NL Discard 1 card.,카드를 !M! 장 뽑습니다. NL 카드를 1 장 버립니다.,Acrobatics/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0180,cards:NAME,Acrobatics,곡예,Acrobatics/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0181,cards:DESCRIPTION,"Whenever you enter Wrath, draw !M! cards.",진노할 때마다 카드를 !M! 장 뽑습니다.,Adaptation/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0182,cards:NAME,Rushdown,추월,Adaptation/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0183,cards:UPGRADE_DESCRIPTION,DEPRECATED,DEPRECATED,Adaptation/UPGRADE_DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0184,cards:DESCRIPTION,Gain [G]. NL Draw 2 cards. NL Exhaust., [G] 를 얻습니다. NL 카드를 2 장 뽑습니다. NL 소멸.,Adrenaline/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0185,cards:NAME,Adrenaline,아드레날린,Adrenaline/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0186,cards:UPGRADE_DESCRIPTION,Gain [G] [G]. NL Draw 2 cards. NL Exhaust., [G] [G] 를 얻습니다. NL 카드를 2 장 뽑습니다. NL 소멸.,Adrenaline/UPGRADE_DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0187,cards:DESCRIPTION,"Whenever you play a card, gain 1 Block.",카드를 사용할 때마다 방어도를 1 얻습니다.,After Image/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0188,cards:NAME,After Image,잔상,After Image/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0189,cards:UPGRADE_DESCRIPTION,"Innate. NL Whenever you play a card, gain 1 Block.",선천성. NL 카드를 사용할 때마다 방어도를 1 얻습니다.,After Image/UPGRADE_DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0190,cards:DESCRIPTION,Gain [B] for every !M! cards in your draw pile.,뽑을 카드 더미에 있는 카드 !M! 장마다 [B] 를 얻습니다.,Aggregate/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0191,cards:NAME,Aggregate,합하기,Aggregate/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0192,cards:DESCRIPTION,Deal !D! damage. NL Put all cost 0 cards from your discard pile into your hand.,피해를 !D! 줍니다. 버린 카드 더미에 있는 비용이 0인 카드를 모두 손으로 가져옵니다.,All For One/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0193,cards:NAME,All for One,하나를 위한 모두,All For One/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0194,cards:DESCRIPTION,Deal !D! damage to ALL enemies. NL Discard 1 card at random.,적 전체에게 피해를 !D! 줍니다. NL 무작위 카드를 1장 버립니다.,All Out Attack/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0195,cards:NAME,All-Out Attack,총공격,All Out Attack/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0196,cards:DESCRIPTION,Gain !M! Focus. NL Lose 1 Strength. NL Lose 1 Dexterity.,밀집을 !M! 얻습니다. NL 힘을 1 잃습니다. NL 민첩을 1 잃습니다.,Allocate/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0197,cards:NAME,Allocate,할당,Allocate/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0198,cards:DESCRIPTION,Shuffle a *Beta into your draw pile. NL Exhaust.,뽑을 카드 더미에 *베타 를 섞어 넣습니다. NL 소멸.,Alpha/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0199,cards:NAME,Alpha,알파,Alpha/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0200,cards:UPGRADE_DESCRIPTION,Innate. NL Shuffle a *Beta into your draw pile. NL Exhaust.,선천성. NL 뽑을 카드 더미에 *베타 를 섞어 넣습니다. NL 소멸.,Alpha/UPGRADE_DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0201,cards:DESCRIPTION,"This turn, your next Power card is played twice.",이번 턴에 사용하는 다음 파워 카드가 두 번 사용됩니다.,Amplify/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0202,cards:NAME,Amplify,증폭,Amplify/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0203,cards:UPGRADE_DESCRIPTION,"This turn, your next !M! Power cards are played twice.",이번 턴에 사용하는 다음 파워 카드 !M! 장이 두 번 사용됩니다.,Amplify/UPGRADE_DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0204,cards:DESCRIPTION,Deal !D! damage. NL Add a copy of this card into your discard pile.,피해를 !D! 줍니다. NL 이 카드를 한 장 복사해 버린 카드 더미에 섞어 넣습니다.,Anger/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0205,cards:NAME,Anger,분노,Anger/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0206,cards:DESCRIPTION,Upgrade ALL your cards for the rest of combat. NL Exhaust.,모든 카드를 이번 전투 동안 강화합니다. NL 소멸.,Apotheosis/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0207,cards:NAME,Apotheosis,신성,Apotheosis/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0208,cards:DESCRIPTION,Gain !B! Block. NL Upgrade a card in your hand for the rest of combat.,방어도를 !B! 얻습니다. NL 카드 1 장을 이번 전투 동안 강화합니다.,Armaments/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0209,cards:NAME,Armaments,전투장비,Armaments/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0210,cards:UPGRADE_DESCRIPTION,Gain !B! Block. NL Upgrade all cards in your hand for the rest of combat.,방어도를 !B! 얻습니다. NL 손에 있는 모든 카드를 이번 전투 동안 강화합니다.,Armaments/UPGRADE_DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0211,cards:DESCRIPTION,Unplayable. NL Ethereal. NL Cannot be removed from your deck.,사용불가. NL 휘발성. NL 덱에서 제거할 수 없습니다.,AscendersBane/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0212,cards:NAME,Ascender's Bane,등반자의 골칫거리,AscendersBane/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0213,cards:DESCRIPTION,"If you have no Block, gain !B! Block.",방어도가 없으면 방어도를 !B! 얻습니다.,Auto Shields/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0214,cards:NAME,Auto-Shields,자동 방패,Auto Shields/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0215,cards:DESCRIPTION,Deal !D! damage.,Deal !D! damage.,AwakenedStrike/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0216,cards:NAME,DEPRECATED Awakened Strike,DEPRECATED Awakened Strike,AwakenedStrike/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0217,cards:DESCRIPTION,Deal !D! damage. NL Evoke your next Orb.,피해를 !D! 줍니다. NL 가장 오른쪽의 구체를 발현합니다.,Axe Kick/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0218,cards:NAME,Axe Kick,엑스 킥,Axe Kick/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0219,cards:DESCRIPTION,Gain !B! Block. NL Draw 2 cards.,방어도를 !B! 얻습니다. NL 카드를 2 장 뽑습니다.,Backflip/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0220,cards:NAME,Backflip,공중제비,Backflip/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0221,cards:DESCRIPTION,Innate. NL Deal !D! damage. NL Exhaust.,선천성. NL 피해를 !D! 줍니다. NL 소멸.,Backstab/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0222,cards:NAME,Backstab,배신,Backstab/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0223,cards:DESCRIPTION,Deal !D! damage. Channel !M! Lightning.,피해를 !D! 줍니다. 전기를 !M! 번 영창합니다.,Ball Lightning/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0224,cards:NAME,Ball Lightning,번개 구체,Ball Lightning/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0225,cards:DESCRIPTION,Heal !M! HP. NL Exhaust.,체력을 !M! 회복합니다. NL 소멸.,Bandage Up/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0226,cards:NAME,Bandage Up,붕대 감기,Bandage Up/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0227,cards:DESCRIPTION,"Deal !D! damage. NL If the enemy has Poison, deal !D! damage again.",피해를 !D! 줍니다. NL 적이 중독된 상태면 다시 피해를 !D! 줍니다.,Bane/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0228,cards:NAME,Bane,파멸,Bane/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0229,cards:DESCRIPTION,Deal !D! damage for each Channeled Orb.,영창된 구체 하나당 피해를 !D! 줍니다.,Barrage/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0230,cards:NAME,Barrage,일제 사격,Barrage/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0231,cards:DESCRIPTION,Block is not removed at the start of your turn.,턴 시작 시 방어도가 사라지지 않습니다.,Barricade/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0232,cards:NAME,Barricade,바리케이드,Barricade/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0233,cards:DESCRIPTION,Deal !D! damage. NL Apply !M! Vulnerable.,피해를 !D! 줍니다. NL 취약을 !M! 부여합니다.,Bash/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0234,cards:NAME,Bash,강타,Bash/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0235,cards:DESCRIPTION,Draw !M! cards. NL You cannot draw additional cards this turn.,카드를 !M! 장 뽑습니다. NL 이번 턴 동안 더 이상 카드를 뽑을 수 없습니다.,Battle Trance/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0236,cards:NAME,Battle Trance,전투 최면,Battle Trance/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0237,cards:DESCRIPTION,"At the start of each turn, add a *Smite into your hand.",매 턴 시작 시 *엄벌 을 1 장 얻습니다.,BattleHymn/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0238,cards:NAME,Battle Hymn,전투 찬가,BattleHymn/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0239,cards:UPGRADE_DESCRIPTION,"Innate. NL At the start of each turn, add a *Smite into your hand.",선천성. NL 매 턴 시작 시 *엄벌 을 1 장 얻습니다.,BattleHymn/UPGRADE_DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0240,cards:DESCRIPTION,Deal !D! damage. NL Apply !M! Vulnerable.,피해를 !D! 줍니다. NL 취약을 !M! 부여합니다.,Beam Cell/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0241,cards:NAME,Beam Cell,레이저 포인터,Beam Cell/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0242,cards:DESCRIPTION,Gain !M! Strength.,힘을 !M! 얻습니다.,BecomeAlmighty/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0243,cards:NAME,Become Almighty,전능,BecomeAlmighty/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0244,cards:DESCRIPTION,"Gain !M! Vulnerable. NL At the start of your turn, gain [R].",취약을 !M! 받습니다. 내 턴 시작 시마다 [R] 을 얻습니다.,Berserk/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0245,cards:NAME,Berserk,광폭화,Berserk/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0246,cards:DESCRIPTION,Shuffle an *Omega into your draw pile. NL Exhaust.,뽑을 카드에 *오메가 를 섞어 넣습니다. NL 소멸.,Beta/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0247,cards:NAME,Beta,베타,Beta/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0248,cards:DESCRIPTION,"Gain !M! Focus. NL At the start of your turn, lose 1 Focus.",밀집을 !M! 얻습니다. NL 내 턴 시작 시 밀집을 1 잃습니다.,Biased Cognition/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0249,cards:NAME,Biased Cognition,인지 편향,Biased Cognition/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0250,cards:DESCRIPTION,Retain. NL Draw 1 card. NL Exhaust.,Draw 1 card. NL Retains. NL Exhaust.,BigBrain/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0251,cards:NAME,DEPRECATED Big Brain,DEPRECATED Big Brain,BigBrain/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0252,cards:UPGRADE_DESCRIPTION,Retain. NL Draw 1 card.,Draw 1 card. NL Retains.,BigBrain/UPGRADE_DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0253,cards:DESCRIPTION,Deal !D! damage. NL Heal !M! HP.,피해를 !D! 줍니다. NL 체력을 !M! 회복합니다.,Bite/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0254,cards:NAME,Bite,흡혈,Bite/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0255,cards:DESCRIPTION,Add !M! *Shivs into your hand.,*단도 를 !M! 장 얻습니다.,Blade Dance/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0256,cards:NAME,Blade Dance,검무,Blade Dance/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0257,cards:DESCRIPTION,Enter Divinity. NL Die next turn. NL Exhaust.,강림합니다. NL 다음 턴에 죽습니다. NL 소멸.,Blasphemy/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0258,cards:NAME,Blasphemy,신성 모독,Blasphemy/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0259,cards:UPGRADE_DESCRIPTION,Retain. NL Enter Divinity. NL Die next turn. NL Exhaust.,보존. NL 강림합니다. NL 다음 턴에 죽습니다. NL 소멸.,Blasphemy/UPGRADE_DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0260,cards:DESCRIPTION,deprecated,적 전체에게 피해를 !D! 줍니다. NL 영창된 구체 하나당 [B] 를 얻습니다. NL 소멸,Blaster/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0261,cards:NAME,Blaster,블래스터-Deprecated,Blaster/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0262,cards:DESCRIPTION,Shuffle !M! *Miracles into your draw pile. NL Exhaust.,Shuffle !M! *Miracles into your draw pile. NL Exhaust.,Blessed/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0263,cards:NAME,DEPRECATED Blessed,DEPRECATED Blessed,Blessed/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0264,cards:UPGRADE_DESCRIPTION,Shuffle !M! *Miracles+ into your draw pile. NL Exhaust.,Shuffle !M! Upgraded *Miracles into your draw pile. NL Exhaust.,Blessed/UPGRADE_DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0265,cards:DESCRIPTION,Apply !M! Weak.,약화를 !M! 부여합니다.,Blind/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0266,cards:NAME,Blind,실명,Blind/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0267,cards:UPGRADE_DESCRIPTION,Apply !M! Weak to ALL enemies.,적 전체에게 약화를 !M! 부여합니다.,Blind/UPGRADE_DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0268,cards:DESCRIPTION,Deal damage equal to !M! times the number of Frost Channeled this combat to ALL enemies.,이번 전투에서 영창된 냉기의 !M! 배만큼 적 전체에게 피해를 줍니다.,Blizzard/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0269,cards:EXTENDED_DESCRIPTION, NL (Deals !D! damage.), NL (피해를 !D! 줍니다.),Blizzard/EXTENDED_DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0270,cards:NAME,Blizzard,눈보라,Blizzard/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0271,cards:DESCRIPTION,Costs 1 less [R] NL for each time you lose HP this combat. NL Deal !D! damage.,이번 전투에서 체력을 잃을 때마다 이 카드의 비용이 [R] 감소합니다. NL 피해를 !D! 줍니다.,Blood for Blood/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0272,cards:NAME,Blood for Blood,피에는 피,Blood for Blood/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0273,cards:DESCRIPTION,Lose 3 HP. NL Gain [R] [R].,체력을 3 잃습니다. NL [R] [R] 을 얻습니다.,Bloodletting/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0274,cards:NAME,Bloodletting,사혈,Bloodletting/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0275,cards:UPGRADE_DESCRIPTION,Lose 3 HP. NL Gain [R] [R] [R].,체력을 3 잃습니다. NL [R] [R] [R] 을 얻습니다.,Bloodletting/UPGRADE_DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0276,cards:DESCRIPTION,Deal !D! damage.,피해를 !D! 줍니다.,Bludgeon/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0277,cards:NAME,Bludgeon,몽둥이질,Bludgeon/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0278,cards:DESCRIPTION,Gain !B! Block. NL Block is not removed at the start of your next turn.,방어도를 !B! 얻습니다. NL 한 턴간 다음 턴 시작 시에도 방어도가 사라지지 않습니다.,Blur/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0279,cards:NAME,Blur,흐릿함,Blur/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0280,cards:DESCRIPTION,Deal damage equal to your Block.,현재 방어도만큼 피해를 줍니다.,Body Slam/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0281,cards:NAME,Body Slam,몸통 박치기,Body Slam/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0282,cards:UPGRADE_DESCRIPTION, NL (Deals !D! damage.), NL (피해를 !D! 줍니다.),Body Slam/UPGRADE_DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0283,cards:DESCRIPTION,Innate. NL Gain !B! Block. NL Exhaust.,방어도를 !B! 얻습니다. NL 선천성. NL 소멸.,BootSequence/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0284,cards:NAME,Boot Sequence,부팅 과정,BootSequence/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0285,cards:DESCRIPTION,Apply 3 Poison to a random enemy !M! times.,무작위 적들에게 중독을 3 만큼 !M! 번 부여합니다.,Bouncing Flask/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0286,cards:NAME,Bouncing Flask,탄성 플라스크,Bouncing Flask/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0287,cards:DESCRIPTION,Deal !D! damage for each enemy in combat.,전투 중인 적 하나당 피해를 !D! 줍니다.,BowlingBash/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0288,cards:NAME,Bowling Bash,충돌 강타,BowlingBash/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0289,cards:DESCRIPTION,Deal !D! damage. NL Deals additional damage equal to Mantra gained this combat.,피해를 !D! 줍니다. NL 이번 전투에서 얻었던 만트라만큼 추가 피해를 줍니다.,Brilliance/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0290,cards:NAME,Brilliance,광휘,Brilliance/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0291,cards:DESCRIPTION,DEPRECATED,"Exhaust. NL At the start of your turn, draw 1 card. NL Retains.",BrillianceAura/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0292,cards:NAME,DEPRECATED Brilliance Aura,DEPRECATED Brilliance Aura,BrillianceAura/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0293,cards:DESCRIPTION,"At the start of your turn, lose 1 HP and draw 1 card.",내 턴 시작 시 체력을 1 잃고 카드를 1 장 뽑습니다.,Brutality/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0294,cards:NAME,Brutality,잔혹성,Brutality/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0295,cards:UPGRADE_DESCRIPTION,"Innate. NL At the start of your turn, lose 1 HP and draw 1 card.",선천성. NL 내 턴 시작 시 체력을 1 잃고 카드를 1장 뽑습니다.,Brutality/UPGRADE_DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0296,cards:DESCRIPTION,Prevent the next time you would lose HP.,체력을 잃는 것을 1 번 막아줍니다.,Buffer/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0297,cards:NAME,Buffer,버퍼,Buffer/NAME,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0298,cards:UPGRADE_DESCRIPTION,Prevent the next !M! times you would lose HP.,체력을 잃는 것을 !M! 번 막아줍니다.,Buffer/UPGRADE_DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0299,cards:DESCRIPTION,You cannot draw additional cards this turn. Reduce the cost of all cards in your hand to 0 this turn.,이번 턴 동안 더 이상 카드를 뽑을 수 없습니다. 이번 턴 동안 손에 있는 모든 카드의 비용을 0 으로 바꿉니다.,Bullet Time/DESCRIPTION,,,game=slaythespire; file=cards_merged.json; index=0
slaythespire_0300,cards:NAME,Bullet Time,불릿 타임,Bullet Time/NAME,,,game=slaythespire; file=cards_merged.json; index=0
